,target
0,-1.5767474358040916
1,6.528441623263329
2,6.277313796686676
3,5.873051811296483
4,14.935774502753063
5,18.16940680225909
6,30.81724769542862
7,10.43105793294496
8,9.125880459488279
9,1.4700329103482401
10,-0.7247619685366526
11,23.595668336668933
12,-0.1812793220609219
13,7.125973833209318
14,34.08455007801535
15,1.5394622287723063
16,-0.06217989016153336
17,11.74678708541526
18,6.161068735679147
19,4.263631659687121
20,-12.855726320420196
21,7.519048005744553
22,0.7275183236349454
23,2.9730409281600676
24,3.29223830367592
25,5.422402712411151
26,1.0892356283226192
27,5.193746540559732
28,6.625811393039677
29,9.303614488249849
30,12.934254171483794
31,1.4942954883072153
32,4.13387961884978
33,-0.4002572008303238
34,4.073050729492415
35,64.43035856867411
36,-1.0986517342937177
37,1.5432488748306357
38,9.366168656778006
39,-0.3570564471158839
40,-1.474728610050934
41,0.4277769088283536
42,-2.334375495284097
43,7.039215244437448
44,5.727719528567191
45,8.872914927998327
46,10.541534227421316
47,-4.29428543584262
48,18.21467229776845
49,5.440848506643355
50,0.40314633117520504
51,3.2369455594151417
52,2.318795947592453
53,1.4241174087793071
54,8.769967854184582
55,14.221880371701928
56,7.2680147622605
57,14.057668096280523
58,10.683581937713054
59,2.4439462212100924
60,10.831606390014652
61,1.1980412050879847
62,0.21449552675356287
63,6.729204457559874
64,2.6325260741541134
65,8.179007785611631
66,7.336303942800923
67,7.871235299127194
68,32.95468805374064
69,11.40112420121412
70,-4.006633748556429
71,5.737514142232987
72,12.907533145641848
73,7.007859214513658
74,0.43462982897758184
75,17.644862006720913
76,-5.342815612777424
77,1.6737119728090484
78,0.01895796099664171
79,4.861282867484574
80,5.595192728829427
81,7.566257947612943
82,4.054681793464635
83,0.4470441289124585
84,17.809063692085342
85,-1.2518484938080983
86,14.988993398459083
87,13.968927440938563
88,-1.663905594236943
89,4.417225043622518
90,-0.6579867517400304
91,7.114902505558244
92,5.53953555187087
93,6.628848661521748
94,4.603015420150527
95,5.687991916256703
96,1.9245591999481126
97,11.70276747304505
98,11.286801185539124
99,10.8857356666371
100,-0.9692376541672942
101,8.422869715276352
102,-6.134904138674343
103,11.798386206281027
104,8.2386954751273
105,-2.421754736301371
106,8.519691693724937
107,0.22219282554698072
108,-1.0387352845363838
109,-2.1568883632119915
110,1.1397269371674117
111,46.609673476186515
112,2.87407648005757
113,2.6040785871324683
114,10.98225584752547
115,34.68047968528573
116,4.867713755223782
117,-0.8947802136420044
118,10.909313279432652
119,4.291137994896055
120,6.564046906335905
121,6.795648178152819
122,8.535675528817292
123,-4.039635390386402
124,16.368620331178896
125,1.7124965478874374
126,9.894100664521744
127,29.524655331721956
128,-0.11190218298860533
129,3.0217689196714765
130,8.920652776626504
131,1.2272585416642379
132,6.280176139470733
133,-0.3835370092590775
134,-0.2474619592112024
135,2.6753183639922566
136,4.101543760216948
137,-2.523244814054695
138,-1.9785760641321088
139,1.9850168505291323
140,7.408362781980323
141,-2.3603541385813065
142,7.130508993307395
143,2.8234536713729144
144,4.730861698139369
145,28.07796080206929
146,0.8649222806636834
147,2.2429117173524
148,1.9729594352961728
149,17.76138879453309
150,6.629929952760735
151,-2.7847869494903152
152,1.8455542681821715
153,1.4313950796938215
154,-14.690194493637119
155,10.464060593865899
156,21.026263946841794
157,10.98052137531442
158,14.376966212925925
159,-6.0243627546065595
160,-0.22198619995515756
161,1.34605000276117
162,4.549777493293746
163,10.912746559566028
164,-3.124643972878709
165,2.3769206095601376
166,38.844018965317126
167,10.555757740686161
168,-0.6229217138141303
169,9.93181054948625
170,10.87880867642015
171,1.2548109010861825
172,4.5068470728466625
173,10.702763022560832
174,8.19888746225357
175,-2.019992500884638
176,10.833502164422846
177,28.50447519668769
178,0.3947421453077178
179,7.9381861991645835
180,9.356686237770042
181,0.5426096695813545
182,13.218556278230807
183,13.214577867472798
184,-1.9367448117012502
185,-0.9674501874496464
186,-0.3120580797461914
187,8.888850658888332
188,0.03222392152508835
189,17.863275905600705
190,19.76311428810586
191,5.053447920828972
192,43.00886955858494
193,7.152999059937636
194,6.754777366366189
195,4.557175852774528
196,-3.314273704797155
197,7.860929719726465
198,17.06323929303862
199,7.8093399364141245
200,12.837337930170987
201,2.276216150133507
202,3.220865688644211
203,-1.3102426773535099
204,27.24012472045387
205,1.0198340414429614
206,5.315760371975703
207,11.657791511032663
208,5.329483375187048
209,9.978148646571658
210,7.7700592510754
211,-1.627409107161216
212,-4.300626247487746
213,10.572767250053273
214,-7.606161234679646
215,7.253727733169391
216,9.966510842522181
217,-2.854766911786931
218,4.856889121149025
219,6.847744787634527
220,84.37972636324558
221,-6.185164303997689
222,14.716241097538123
223,1.3624261339627113
224,6.075588450495527
225,5.3905866404241
226,6.105929641138978
227,7.015966627061439
228,3.400077711270931
229,-2.847080308677664
230,-2.5043944505969185
231,1.147950965054953
232,11.0970325630439
233,0.8643854131174171
234,-5.648206282117804
235,4.980316644623901
236,-5.321533984613663
237,4.8360384119327176
238,-0.220419294456911
239,9.279179870510404
240,-2.268850789471034
241,1.9949146947334242
242,6.4265831517797825
243,1.7184196124594822
244,18.48926610343775
245,10.414615360605955
246,-2.584821147270401
247,20.790379380529803
248,-0.8599839370206093
249,35.22674387719987
250,4.763767048575582
251,2.1061232706272826
252,0.8905847392104551
253,-4.65374365678541
254,-2.724881789371298
255,17.242333486335006
256,11.578924644652979
257,6.709206929072642
258,0.07509875098938501
259,2.4812176725687696
260,-2.185207113328116
261,10.990244975751647
262,88.58697927861502
263,5.631284347709056
264,133.52158819111628
265,12.160065589996025
266,-0.4031952951724813
267,3.3804745247892427
268,-0.9602779988414882
269,-2.824226704729992
270,-0.4651768926430435
271,-0.7923793948162352
